,carat,cut,color,clarity,depth,table,x,y,z,price
18978,1.51,Very Good,J,SI1,60.9,59.0,7.33,7.41,4.49,7812
46710,0.52,Ideal,E,VS1,62.5,56.0,5.16,5.11,3.21,1793
8221,1.06,Premium,I,SI1,61.9,59.0,6.5,6.52,4.03,4372
32285,0.31,Ideal,J,VVS2,61.8,54.0,4.38,4.39,2.71,453
6113,1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,3980
30419,0.32,Very Good,G,VVS2,62.2,57.0,4.36,4.38,2.72,730
51129,0.71,Ideal,E,SI2,58.7,57.0,5.89,5.86,3.44,2340
11694,1.01,Very Good,I,VS2,60.9,59.0,6.42,6.45,3.92,5067
12387,0.33,Ideal,H,VS1,61.9,55.0,4.46,4.49,2.77,598
33880,0.3,Ideal,E,VS2,62.6,56.0,4.33,4.29,2.7,844
26976,2.01,Premium,G,VS2,60.6,59.0,8.16,8.12,4.93,17057
45260,0.54,Very Good,D,SI1,62.1,56.0,5.22,5.25,3.25,1662
18146,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,7351
3632,0.71,Ideal,G,VS1,61.6,55.0,5.71,5.75,3.53,3431
37765,0.41,Ideal,E,VS2,62.4,54.0,4.79,4.76,2.98,999
34513,0.33,Premium,G,VVS1,60.4,59.0,4.44,4.47,2.69,868
16080,1.2,Very Good,H,VS2,63.2,54.0,6.73,6.78,4.27,6423
5725,0.25,Very Good,D,VVS2,58.8,59.0,4.11,4.16,2.43,575
53871,0.74,Premium,F,SI1,61.2,59.0,5.88,5.82,3.58,2744
17425,1.08,Premium,G,VS1,62.7,56.0,6.55,6.52,4.1,6982
46374,0.56,Ideal,F,VS2,62.6,56.0,5.28,5.3,3.31,1761
17219,1.07,Premium,F,VS1,60.6,61.0,6.62,6.56,3.99,6885
11358,1.12,Premium,H,SI1,62.4,56.0,6.74,6.63,4.17,4994
31508,0.34,Very Good,G,VS2,63.1,57.0,4.47,4.43,2.81,765
31489,0.34,Ideal,G,VS2,61.7,56.0,4.53,4.48,2.78,765
53487,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,2682
31010,0.35,Premium,F,SI1,61.7,58.0,4.54,4.51,2.79,748
41559,0.54,Premium,F,SI1,61.8,60.0,5.2,5.22,3.22,1237
38581,0.36,Premium,E,VVS1,62.4,56.0,4.57,4.53,2.84,1035
49303,0.24,Ideal,F,VVS2,61.4,59.0,4.0,4.05,2.47,540
34645,0.31,Ideal,E,VS2,61.3,56.0,4.37,4.34,2.67,872
51445,1.07,Fair,G,I1,64.8,56.0,6.53,6.43,4.2,2375
41135,0.5,Very Good,G,SI1,60.0,63.0,5.06,5.1,3.05,1197
18553,1.07,Ideal,F,VS2,61.0,54.0,6.59,6.62,4.03,7564
10627,0.73,Ideal,E,VVS1,62.0,56.0,5.75,5.79,3.58,4830
3498,0.9,Good,E,SI1,64.3,62.0,6.0,6.07,3.88,3400
16894,1.1,Ideal,E,SI1,61.3,56.0,6.65,6.7,4.09,6743
5903,0.9,Premium,H,VS2,62.6,58.0,6.14,6.19,3.86,3933
7884,1.21,Premium,F,SI2,62.4,60.0,6.77,6.73,4.21,4310
9400,1.05,Ideal,H,SI2,61.9,56.0,6.56,6.49,4.04,4586
7677,0.74,Good,D,VVS1,59.2,62.6,5.85,5.87,3.47,4274
52336,0.72,Good,H,VS2,61.8,61.0,5.68,5.75,3.53,2497
50653,0.31,Ideal,G,VS2,61.4,57.0,4.33,4.37,2.67,544
46857,0.51,Ideal,G,VVS2,60.1,56.0,5.22,5.24,3.14,1813
47949,0.31,Ideal,D,IF,60.5,57.0,4.39,4.41,2.66,1917
51948,0.52,Ideal,H,IF,61.4,56.0,5.19,5.23,3.2,2441
52161,0.6,Ideal,D,VS2,61.4,53.0,5.45,5.5,3.36,2473
52369,0.73,Ideal,D,SI2,62.4,56.0,5.72,5.75,3.58,2504
37277,0.23,Very Good,G,VVS1,61.5,56.0,3.92,3.96,2.42,484
42968,0.5,Ideal,I,VVS2,61.2,56.0,5.13,5.16,3.15,1367
34411,0.3,Ideal,G,IF,61.9,57.0,4.27,4.29,2.65,863
35936,0.42,Premium,G,SI1,62.7,59.0,4.75,4.72,2.97,920
28301,0.32,Very Good,I,SI1,62.9,58.0,4.33,4.35,2.73,432
1356,0.75,Ideal,E,SI1,61.7,56.0,5.84,5.86,3.61,2964
37101,0.41,Very Good,E,SI1,63.5,57.0,4.73,4.69,2.99,969
23030,0.33,Premium,G,SI1,59.8,58.0,4.54,4.52,2.71,631
3898,0.89,Premium,H,VS1,60.5,59.0,6.22,6.17,3.75,3489
39905,0.56,Premium,G,SI2,59.6,58.0,5.42,5.35,3.21,1103
49827,0.7,Fair,D,SI2,64.5,60.0,5.53,5.47,3.55,2167
5655,0.9,Premium,F,SI1,62.6,60.0,6.14,6.1,3.83,3881
38737,0.32,Ideal,E,VVS1,62.5,56.0,4.42,4.38,2.75,1044
22470,1.51,Premium,G,SI1,62.2,58.0,7.26,7.3,4.53,10497
7945,1.02,Ideal,H,SI2,60.7,57.0,6.51,6.54,3.96,4319
16230,1.24,Ideal,H,SI1,60.9,57.0,6.9,6.95,4.22,6488
42490,0.44,Ideal,F,VVS1,61.5,57.0,4.9,4.86,3.0,1319
14933,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,6013
17465,1.27,Premium,G,SI1,61.4,59.0,6.94,6.98,4.27,7005
5184,0.9,Premium,G,SI1,62.7,59.0,6.14,6.1,3.84,3774
1691,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,3033
47900,0.76,Good,I,SI1,64.1,59.0,5.73,5.75,3.68,1914
29274,0.31,Premium,I,VVS2,59.4,59.0,4.44,4.41,2.63,698
38141,0.3,Very Good,G,VVS1,63.1,56.0,4.28,4.25,2.69,1013
33512,0.4,Ideal,J,IF,62.6,56.0,4.71,4.75,2.96,828
52991,0.94,Ideal,F,I1,61.5,55.0,6.37,6.34,3.91,2594
8731,1.18,Premium,I,SI2,61.2,59.0,6.85,6.78,4.17,4460
5009,0.93,Good,D,SI2,59.2,62.0,6.36,6.38,3.77,3744
31141,0.38,Very Good,G,SI1,62.1,54.0,4.64,4.67,2.9,755
35186,0.31,Ideal,G,IF,62.1,54.0,4.36,4.37,2.71,891
19377,0.4,Good,E,SI2,63.1,57.0,4.7,4.72,2.97,622
24503,1.5,Ideal,G,VS2,62.5,55.0,7.26,7.23,4.53,12787
38600,0.37,Premium,D,VVS2,60.7,59.0,4.66,4.63,2.82,1038
3105,0.72,Ideal,D,SI1,62.2,56.0,5.77,5.74,3.58,3322
47810,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1902
31056,0.38,Very Good,F,VS2,59.7,57.0,4.73,4.79,2.84,752
40068,0.43,Premium,G,VS2,62.9,59.0,4.83,4.78,3.02,1113
1539,0.72,Very Good,D,SI1,61.5,58.0,5.74,5.78,3.54,3001
41185,0.42,Ideal,H,IF,62.4,57.0,4.79,4.82,2.99,1201
47017,0.56,Ideal,G,VS1,62.2,55.0,5.27,5.31,3.29,1819
22266,1.69,Very Good,E,SI2,62.6,59.0,7.53,7.61,4.74,10317
47746,0.54,Ideal,D,VS2,61.1,57.0,5.22,5.25,3.2,1892
32573,0.38,Ideal,F,VS2,62.2,57.0,4.6,4.63,2.87,800
40759,0.51,Premium,H,SI1,60.0,61.0,5.2,5.17,3.11,1163
10181,0.9,Premium,D,SI1,59.4,61.0,6.32,6.3,3.75,4735
39292,0.3,Ideal,H,VS2,62.3,54.0,4.31,4.36,2.7,491
14337,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5806
50782,0.77,Ideal,H,SI2,60.8,57.0,5.96,5.89,3.6,2302
37401,0.38,Ideal,D,VS1,61.8,54.0,4.67,4.71,2.9,983
31177,0.42,Ideal,G,SI1,60.7,57.0,4.81,4.89,2.95,756
43612,0.34,Premium,D,SI2,60.8,60.0,4.49,4.53,2.74,507
6159,1.0,Very Good,J,SI2,62.8,54.0,6.35,6.43,4.01,3991
45714,0.56,Ideal,G,VS2,61.9,55.0,5.32,5.28,3.28,1698
38601,0.4,Ideal,E,VS2,62.6,57.0,4.7,4.68,2.93,1038
2588,0.71,Premium,D,VS2,59.2,59.0,5.8,5.86,3.45,3217
9348,1.09,Very Good,I,SI2,62.5,57.0,6.56,6.58,4.11,4584
15734,1.03,Very Good,H,VS1,61.9,59.0,6.44,6.49,4.0,6294
53773,0.7,Ideal,D,SI1,62.5,55.0,5.68,5.72,3.56,2726
22571,1.22,Ideal,E,VS1,62.4,54.0,6.77,6.88,4.26,10622
37869,0.38,Ideal,F,VS1,61.1,56.0,4.7,4.65,2.86,1004
21453,1.52,Very Good,F,SI2,62.1,58.0,7.26,7.34,4.53,9552
20548,1.13,Premium,G,VVS1,59.3,59.0,6.87,6.79,4.05,8868
45945,0.56,Ideal,F,VS2,62.6,55.0,5.25,5.29,3.3,1723
44799,0.5,Very Good,E,VS2,62.7,54.0,5.07,5.1,3.19,1624
51960,0.3,Ideal,G,VS2,62.6,58.0,4.25,4.28,2.67,545
38524,0.34,Ideal,E,VS1,61.8,56.0,4.51,4.47,2.78,1033
26863,2.02,Good,I,VS2,57.9,62.0,8.25,8.3,4.79,16789
45865,0.32,Fair,F,VS2,59.6,60.0,4.42,4.34,2.61,1715
41234,0.33,Ideal,E,VVS1,61.6,56.0,4.44,4.46,2.74,1207
49746,0.73,Ideal,E,SI2,62.1,57.0,5.75,5.71,3.56,2155
277,0.81,Premium,I,VVS2,61.9,60.0,5.91,5.86,3.64,2795
26372,2.18,Ideal,I,SI2,62.5,55.0,8.34,8.31,5.2,15850
50352,0.71,Very Good,H,SI1,62.9,58.0,5.62,5.66,3.55,2246
51117,0.97,Fair,F,SI2,67.2,61.0,6.09,6.0,4.06,2338
48358,0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,1963
8867,1.15,Very Good,H,SI2,63.0,54.0,6.64,6.73,4.21,4483
47975,0.38,Ideal,J,VS2,62.1,54.0,4.65,4.69,2.9,532
12157,0.91,Ideal,F,SI1,62.0,55.0,6.21,6.24,3.86,5176
19007,1.21,Ideal,F,VS2,62.6,55.0,6.8,6.75,4.24,7826
1045,0.72,Ideal,H,VVS1,62.8,57.0,5.68,5.72,3.58,2907
245,0.76,Premium,E,SI1,60.4,58.0,5.92,5.94,3.58,2789
21911,1.32,Premium,G,VS1,60.6,57.0,7.14,7.09,4.31,9979
43738,0.51,Very Good,E,SI1,60.8,57.0,5.19,5.24,3.17,1438
41253,0.3,Very Good,F,SI1,61.7,59.0,4.29,4.33,2.66,500
34634,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,872
31455,0.34,Premium,E,SI1,59.6,57.0,4.61,4.52,2.72,765
12456,1.08,Ideal,D,SI2,60.2,57.0,6.63,6.67,4.0,5247
5285,0.71,Ideal,F,VS1,61.9,56.0,5.66,5.72,3.53,3799
15897,1.22,Premium,I,VS1,60.6,61.0,6.94,6.88,4.19,6354
15787,1.02,Ideal,H,VS1,61.4,57.0,6.47,6.44,3.97,6317
1196,0.9,Good,H,SI2,62.7,64.0,6.0,6.09,3.79,2934
38577,0.4,Very Good,G,VS2,63.5,56.0,4.7,4.68,2.98,1035
7543,1.02,Good,D,SI2,57.7,64.0,6.7,6.62,3.84,4246
25573,1.52,Very Good,F,VS2,62.3,56.0,7.29,7.34,4.56,14412
27084,1.41,Premium,D,VVS2,60.8,57.0,7.28,7.23,4.41,17216
47470,0.76,Ideal,J,SI1,61.9,53.0,5.85,5.92,3.64,1859
1765,0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,3046
26002,1.66,Very Good,G,VS2,63.2,56.0,7.61,7.49,4.77,15229
1213,0.73,Very Good,G,VS1,60.7,57.0,5.76,5.83,3.52,2939
16755,1.45,Very Good,J,VS2,62.8,57.0,7.14,7.17,4.49,6671
16254,1.2,Ideal,G,SI1,61.2,56.0,6.92,6.84,4.21,6502
51631,0.31,Good,E,SI1,63.4,55.0,4.31,4.33,2.74,544
19977,1.51,Very Good,J,VS1,61.2,63.0,7.31,7.24,4.45,8524
2360,0.9,Ideal,J,VS1,62.5,55.0,6.18,6.14,3.85,3175
6210,0.7,Ideal,E,VS1,61.2,56.0,5.72,5.75,3.51,4000
16938,1.22,Very Good,I,VS1,62.9,53.8,6.79,6.83,4.29,6763
42553,0.46,Very Good,D,VS2,60.9,58.0,4.94,4.97,3.02,1326
46074,0.5,Premium,F,VS2,61.4,59.0,5.12,5.1,3.14,1736
37029,0.33,Premium,G,VVS2,62.8,57.0,4.47,4.39,2.78,965
18935,1.08,Ideal,F,VS2,61.0,57.0,6.61,6.68,4.06,7781
46910,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1814
40429,0.4,Ideal,J,VVS1,61.9,56.0,4.74,4.79,2.95,1136
40858,0.34,Ideal,F,VVS1,61.6,56.0,4.5,4.53,2.78,1174
44179,0.51,Premium,E,VS2,61.6,58.0,5.18,5.15,3.18,1567
30590,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,734
35772,0.4,Ideal,E,VS2,62.4,55.0,4.71,4.74,2.95,912
2511,0.73,Very Good,F,VS1,62.0,57.0,5.73,5.75,3.56,3200
6977,0.9,Premium,G,VS2,61.1,58.0,6.22,6.25,3.81,4152
1173,0.8,Very Good,G,VS2,61.1,57.0,6.01,6.07,3.69,2929
18855,1.03,Premium,G,VVS2,60.4,59.0,6.58,6.56,3.97,7729
32013,0.3,Ideal,D,VS2,59.5,56.0,4.41,4.37,2.61,778
48683,0.53,Ideal,G,VVS1,61.2,55.0,5.19,5.23,3.19,2005
53584,0.92,Premium,D,I1,63.0,58.0,6.18,6.13,3.88,2698
7251,1.01,Premium,F,SI2,62.7,56.0,6.4,6.35,4.0,4197
20584,1.5,Very Good,I,VS2,62.5,59.0,7.26,7.3,4.55,8893
6352,0.9,Very Good,E,SI1,60.1,58.0,6.25,6.29,3.77,4034
44792,0.5,Very Good,E,VS2,61.1,61.0,5.11,5.13,3.13,1624
37104,0.38,Ideal,G,SI1,61.8,54.0,4.69,4.67,2.9,969
45816,0.5,Ideal,D,VS2,61.9,59.0,5.07,5.1,3.15,1712
10970,1.14,Ideal,J,VS2,61.4,55.0,6.74,6.77,4.15,4906
32239,0.38,Ideal,F,VS2,62.1,53.8,4.66,4.67,2.9,789
10386,0.38,Ideal,I,SI1,61.8,54.0,4.66,4.7,2.89,593
32491,0.38,Ideal,F,VS2,62.0,54.0,4.64,4.69,2.89,796
1429,0.9,Very Good,J,SI2,63.3,59.0,6.08,6.12,3.86,2973
32088,0.33,Ideal,D,VS2,62.6,56.0,4.39,4.43,2.76,781
5650,0.82,Ideal,G,VS1,61.9,54.0,5.99,6.03,3.72,3880
11167,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,4949
14216,1.05,Premium,D,SI1,60.5,60.0,6.62,6.53,3.98,5762
20044,0.41,Ideal,E,SI2,61.8,54.0,4.78,4.8,2.96,625
8148,1.01,Premium,I,SI1,61.9,58.0,6.48,6.42,3.99,4355
34406,0.3,Ideal,G,IF,61.6,53.0,4.32,4.35,2.67,863
9034,0.36,Ideal,H,VS2,60.8,56.0,4.61,4.63,2.81,587
36639,0.42,Ideal,D,VS2,62.6,56.0,4.76,4.8,2.99,948
29963,0.31,Very Good,H,SI1,62.4,60.0,4.32,4.34,2.7,446
53727,0.78,Fair,E,SI2,66.9,57.0,5.7,5.66,3.6,2721
49607,0.71,Very Good,F,SI2,60.5,62.0,5.75,5.79,3.49,2138
32795,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,804
28573,0.3,Premium,H,VS1,63.0,58.0,4.28,4.23,2.68,675
8266,0.9,Good,D,SI1,63.3,57.0,6.07,6.12,3.86,4381
39356,0.44,Ideal,E,VS2,62.4,57.0,4.9,4.88,3.05,1073
49090,0.71,Very Good,J,VS1,63.3,57.0,5.59,5.69,3.57,2062
43240,0.52,Premium,D,SI1,59.7,60.0,5.26,5.19,3.12,1399
52577,0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,2537
5887,1.03,Good,G,SI2,63.7,60.0,6.28,6.35,4.02,3929
28528,0.31,Very Good,F,VS1,60.6,55.0,4.41,4.43,2.67,675
2926,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,3288
48660,0.72,Very Good,G,SI2,63.4,57.0,5.67,5.71,3.61,2001
17211,1.0,Very Good,D,VS2,62.6,56.0,6.33,6.39,3.98,6881
16308,1.2,Very Good,G,SI1,62.8,57.0,6.68,6.73,4.21,6526
22805,1.53,Premium,H,VS2,59.9,60.0,7.5,7.46,4.48,10827
10324,1.03,Ideal,D,SI2,61.8,56.0,6.51,6.46,4.01,4764
48969,0.34,Very Good,H,VS2,61.9,60.0,4.42,4.46,2.75,537
41193,0.51,Good,D,SI2,57.7,60.0,5.31,5.26,3.05,1202
50789,0.7,Very Good,G,SI1,62.8,56.0,5.64,5.66,3.55,2304
1405,0.32,Ideal,G,VS2,61.6,54.0,4.4,4.43,2.72,560
34202,0.33,Ideal,F,VS2,62.3,56.0,4.45,4.41,2.76,854
27223,2.02,Premium,G,SI1,61.8,58.0,8.16,8.1,4.94,17579
7535,0.92,Good,G,VS2,63.4,57.0,6.17,6.23,3.93,4243
36183,0.31,Premium,E,VS2,60.8,55.0,4.42,4.39,2.68,930
28031,0.3,Very Good,E,VS2,62.9,58.0,4.22,4.27,2.67,658
27134,1.69,Good,G,VS1,58.1,58.0,7.8,7.84,4.54,17338
49530,0.61,Good,E,VS2,60.8,59.0,5.41,5.48,3.31,2124
40401,0.34,Ideal,D,VVS1,62.4,55.0,4.45,4.49,2.79,1133
24290,1.23,Ideal,E,VVS2,61.7,57.0,6.85,6.91,4.25,12539
25232,1.59,Ideal,H,VS1,60.7,56.0,7.54,7.58,4.59,13839
8578,1.04,Premium,E,SI2,60.1,60.0,6.53,6.51,3.92,4436
42540,0.5,Premium,F,VS2,61.7,60.0,5.06,5.02,3.11,1323
26148,2.13,Very Good,G,SI2,61.5,57.0,8.27,8.34,5.11,15454
19397,1.02,Ideal,F,VS1,61.5,56.0,6.5,6.47,3.99,8061
27127,2.04,Very Good,I,SI1,62.9,54.0,8.16,8.08,5.1,17323
46987,0.46,Ideal,E,VVS1,62.6,53.0,4.93,4.97,3.1,1816
28083,0.3,Premium,D,SI1,58.8,57.0,4.44,4.4,2.6,662
13122,1.01,Fair,D,SI1,64.7,57.0,6.33,6.25,4.07,5430
1875,0.7,Ideal,G,VVS1,61.6,55.0,5.72,5.75,3.53,3073
46386,0.71,Very Good,J,SI2,61.1,58.0,5.67,5.76,3.49,1764
2074,0.81,Premium,H,VS1,61.7,58.0,5.98,5.95,3.68,3107
45131,0.54,Very Good,F,VS1,61.8,59.0,5.15,5.22,3.21,1653
26436,2.06,Ideal,F,SI2,62.7,57.0,8.19,8.09,5.1,15970
9492,1.05,Good,H,SI1,63.1,60.0,6.42,6.49,4.07,4608
2847,0.79,Ideal,D,SI1,61.3,54.0,6.01,5.96,3.67,3270
45902,0.52,Ideal,D,SI1,62.7,56.0,5.17,5.14,3.23,1720
17110,1.06,Very Good,F,VS2,62.2,57.0,6.53,6.58,4.08,6823
53849,0.56,Ideal,D,VS1,61.1,56.0,5.3,5.33,3.25,2741
42734,0.51,Ideal,E,SI1,61.1,56.0,5.17,5.2,3.17,1343
17965,1.25,Premium,E,SI1,60.9,59.0,6.98,7.02,4.26,7260
53350,0.7,Good,H,VVS2,63.8,57.0,5.61,5.51,3.55,2657
3517,0.71,Ideal,F,VS1,61.5,57.0,5.73,5.76,3.53,3404
12473,0.77,Ideal,E,VVS1,61.6,55.0,5.87,5.95,3.64,5251
30618,0.34,Premium,I,SI1,62.7,58.0,4.4,4.43,2.77,447
14873,1.2,Premium,F,SI2,62.8,57.0,6.78,6.73,4.24,5988
20053,0.31,Ideal,F,VS2,62.3,55.0,4.3,4.33,2.69,625
19235,1.55,Premium,I,SI2,58.5,60.0,7.64,7.58,4.45,7972
7575,0.92,Very Good,E,SI1,63.0,57.0,6.17,6.21,3.9,4254
25735,2.22,Premium,I,VS2,60.5,59.0,8.41,8.37,5.08,14662
23469,1.51,Ideal,G,SI1,61.1,57.0,7.46,7.4,4.54,11465
16248,1.01,Ideal,G,VS1,61.8,57.0,6.4,6.45,3.97,6499
44619,0.57,Ideal,G,VS2,61.8,56.0,5.3,5.35,3.29,1608
21797,1.02,Ideal,F,VVS2,60.9,56.0,6.54,6.49,3.97,9870
53005,0.7,Premium,D,SI2,60.0,60.0,5.72,5.56,3.5,2596
25974,2.19,Premium,I,SI2,60.8,60.0,8.38,8.34,5.08,15169
9597,1.04,Ideal,F,SI2,61.8,56.0,6.53,6.49,4.02,4630
32102,0.33,Ideal,D,VS2,61.9,56.0,4.42,4.44,2.74,781
40821,0.39,Premium,G,VVS1,59.9,59.0,4.75,4.73,2.84,1170
4879,0.9,Very Good,E,SI2,62.2,54.0,6.13,6.21,3.84,3715
25689,0.3,Very Good,G,VS2,63.5,59.0,4.22,4.17,2.66,644
40601,0.23,Very Good,F,VVS2,61.7,55.0,3.99,4.05,2.48,498
12817,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,5345
18873,1.11,Ideal,F,VS2,61.6,57.0,6.65,6.67,4.1,7740
52007,0.6,Ideal,D,VS2,62.0,55.0,5.39,5.42,3.35,2444
30877,0.33,Premium,E,SI1,61.1,58.0,4.47,4.43,2.72,743
44200,0.51,Very Good,D,SI1,62.8,56.0,5.07,5.09,3.19,1569
27271,2.21,Premium,I,SI1,61.1,59.0,8.42,8.37,5.13,17714
12841,1.21,Premium,I,SI1,61.6,58.0,6.89,6.84,4.23,5353
21229,1.6,Ideal,I,SI1,62.0,55.0,7.53,7.59,4.69,9376
42228,0.39,Premium,D,VVS2,61.1,60.0,4.7,4.66,2.86,1290
33959,0.3,Ideal,H,SI1,61.7,56.0,4.33,4.35,2.68,465
12403,1.01,Good,E,SI1,57.9,57.0,6.6,6.67,3.84,5233
38540,0.34,Ideal,D,VS2,62.0,55.0,4.49,4.45,2.77,1033
36129,0.33,Ideal,E,VS2,60.5,56.0,4.51,4.48,2.72,928
47034,0.55,Ideal,F,VS2,61.1,57.0,5.3,5.27,3.23,1819
23641,1.51,Premium,F,SI1,62.8,59.0,7.31,7.28,4.58,11666
40393,0.4,Very Good,D,VVS2,60.8,56.0,4.78,4.82,2.92,1133
22509,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10546
29785,0.3,Ideal,D,SI1,62.1,54.0,4.35,4.31,2.69,709
17671,1.32,Very Good,I,VS2,60.5,59.0,7.02,7.06,4.26,7125
3262,1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,3359
29211,0.32,Ideal,F,VS1,61.2,56.2,4.41,4.44,2.71,695
32650,0.31,Ideal,H,VVS2,62.4,57.0,4.36,4.32,2.71,802
35134,0.41,Very Good,F,VS1,62.9,57.0,4.7,4.74,2.97,889
32199,0.35,Premium,E,SI1,60.7,59.0,4.57,4.52,2.76,788
27249,2.02,Very Good,F,SI1,60.1,60.0,8.21,8.29,4.96,17658
4832,0.9,Very Good,D,SI2,62.9,59.0,6.06,6.15,3.84,3706
1091,0.77,Good,F,VS2,60.3,61.0,5.89,5.96,3.57,2911
7041,1.02,Very Good,F,SI2,59.9,62.0,6.5,6.53,3.9,4162
34551,0.38,Ideal,F,VS2,62.2,54.0,4.64,4.66,2.89,870
21044,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,625
6953,0.93,Very Good,G,SI1,62.3,58.0,6.2,6.29,3.9,4144
15902,1.07,Very Good,G,VS2,60.9,58.0,6.56,6.6,4.01,6355
4099,0.7,Ideal,D,VS1,62.2,56.0,5.69,5.72,3.55,3535
31914,0.3,Premium,G,VS1,62.8,58.0,4.28,4.26,2.68,776
8184,0.94,Ideal,E,SI2,60.9,57.0,6.34,6.36,3.87,4366
41846,0.54,Very Good,F,SI1,63.0,57.0,5.18,5.23,3.28,1255
40745,0.41,Ideal,H,VS2,60.7,55.0,4.83,4.86,2.94,1163
46897,0.56,Ideal,D,SI1,61.2,56.0,5.34,5.31,3.26,1814
11706,0.34,Premium,G,VS2,61.0,58.0,4.46,4.49,2.73,596
20144,1.2,Premium,E,VS2,62.2,59.0,6.82,6.78,4.23,8602
15685,1.23,Ideal,D,SI2,60.6,54.0,6.97,7.02,4.24,6289
27090,1.53,Ideal,D,VS2,62.7,54.0,7.35,7.39,4.62,17223
51266,0.76,Ideal,I,SI1,61.9,56.0,5.85,5.88,3.63,2358
47298,0.3,Very Good,I,SI1,61.4,58.0,4.3,4.33,2.65,394
44951,0.5,Good,D,VS2,63.7,56.0,5.05,5.09,3.23,1635
35308,0.3,Very Good,I,VS1,60.4,58.0,4.34,4.4,2.64,473
16165,1.03,Ideal,D,SI1,59.9,57.0,6.61,6.68,3.98,6460
35555,0.35,Premium,G,VS1,60.7,61.0,4.58,4.54,2.77,906
14310,1.24,Ideal,H,SI2,62.0,56.0,6.87,6.9,4.27,5797
1802,0.75,Ideal,E,SI1,61.3,57.0,5.84,5.91,3.6,3053
549,0.71,Very Good,E,VS2,62.7,59.0,5.65,5.7,3.56,2830
12234,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,5198
40898,0.41,Ideal,D,VS2,61.7,55.0,4.8,4.76,2.95,1177
50193,0.71,Very Good,E,SI2,63.3,57.0,5.65,5.69,3.59,2225
12046,0.34,Good,E,SI1,63.3,56.0,4.41,4.44,2.8,596
6635,1.0,Premium,H,SI2,63.0,61.0,6.35,6.31,3.99,4088
48457,0.73,Very Good,E,SI2,63.1,59.0,5.76,5.72,3.62,1975
47048,0.59,Ideal,D,SI1,62.5,55.0,5.35,5.4,3.36,1820
28332,0.33,Premium,G,VS1,62.4,59.0,4.41,4.47,2.77,666
43894,0.33,Ideal,J,VVS1,62.1,54.0,4.45,4.47,2.77,509
30755,0.25,Ideal,E,VVS2,61.6,57.0,4.1,4.08,2.52,740
21216,1.07,Ideal,G,IF,61.5,57.0,6.54,6.59,4.04,9361
171,0.7,Premium,D,VS2,58.0,62.0,5.87,5.78,3.38,2773
20611,1.53,Premium,I,SI1,61.5,59.0,7.39,7.32,4.52,8911
51837,0.72,Very Good,G,VS1,63.5,55.0,5.75,5.68,3.63,2422
5469,0.91,Fair,F,VS2,66.8,58.0,5.95,5.97,3.98,3837
31211,0.32,Ideal,D,SI1,62.5,54.0,4.41,4.39,2.75,756
48229,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,1949
34376,0.41,Very Good,F,VS2,62.6,58.0,4.75,4.81,2.99,863
44040,0.53,Very Good,H,VVS2,61.3,61.0,5.15,5.2,3.17,1548
31291,0.32,Ideal,D,VS2,61.0,56.0,4.42,4.46,2.71,758
40283,0.34,Ideal,I,VS2,61.1,55.0,4.51,4.55,2.77,495
3719,0.74,Ideal,F,VS2,61.9,57.0,5.79,5.81,3.59,3454
11912,0.9,Very Good,D,SI1,62.3,53.0,6.2,6.22,3.87,5123
13324,1.02,Very Good,F,SI1,59.8,58.0,6.49,6.55,3.9,5500
24521,1.57,Ideal,H,VS2,61.5,54.0,7.47,7.5,4.61,12809
39357,0.44,Premium,E,VS2,62.3,59.0,4.91,4.81,3.03,1073
46348,0.57,Ideal,H,VS2,61.5,57.0,5.35,5.38,3.3,1759
13961,1.02,Ideal,H,VS2,62.0,55.0,6.47,6.44,4.0,5683
2670,0.91,Very Good,G,SI2,62.0,59.0,6.19,6.22,3.85,3238
34045,0.46,Ideal,J,VS1,62.6,53.9,4.92,4.95,3.09,851
